DEPARTURES_PERFORMED_sum,SEATS_sum,PASSENGERS_sum,occupancy_total,orig_code,orig_name,orig_city,ORIGIN_STATE_ABR,orig_lat,orig_lon,dest_code,dest_name,dest_city,DEST_STATE_ABR,dest_lat,dest_lon,occupancy_med,occupancy_mean,DISTANCE_mean,RAMP_TO_RAMP_mean,AIR_TIME_mean
8.0,611.0,389.0,0.636661211129,JAC,Jackson Hole Airport,Jacksn Hole,WY,43.6072998046875,-110.73799896240234,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.603571428571,0.63171182266,784.0,371.666666667,300.0
6.0,420.0,309.0,0.735714285714,JAC,Jackson Hole Airport,Jacksn Hole,WY,43.6072998046875,-110.73799896240234,SFO,San Francisco International Airport,San Francisco,CA,37.61899948120117,-122.375,0.735714285714,0.735714285714,737.0,846.0,695.0
1.0,156.0,106.0,0.679487179487,JAC,Jackson Hole Airport,Jacksn Hole,WY,43.6072998046875,-110.73799896240234,SJC,Norman Y. Mineta San Jose International Airport,San Jose,CA,37.36259841918945,-121.92900085449219,0.679487179487,0.679487179487,729.0,132.0,114.0
871.0,122065.0,85817.0,0.703043460451,LAS,McCarran International Airport,Las Vegas,NV,36.08010101,-115.1520004,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,0.697841196545,0.5711907531,223.0,3252.0,2430.375
103.0,16985.0,13714.0,0.807418310274,LAS,McCarran International Airport,Las Vegas,NV,36.08010101,-115.1520004,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,0.806312205343,0.796400799323,259.0,854.25,585.75
3111.0,426205.0,351814.0,0.825457233022,LAS,McCarran International Airport,Las Vegas,NV,36.08010101,-115.1520004,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.823449787861,0.792780869462,236.0,3368.41428571,1880.34285714
309.0,46350.0,40717.0,0.878468176915,LAS,McCarran International Airport,Las Vegas,NV,36.08010101,-115.1520004,LGB,Long Beach /Daugherty Field/ Airport,Long Beach,CA,33.81769943,-118.1520004,0.891620795107,0.881417603625,231.0,6498.33333333,4438.0
25.0,4150.0,3390.0,0.81686746988,LAS,McCarran International Airport,Las Vegas,NV,36.08010101,-115.1520004,MRY,Monterey Peninsula Airport,Monterey,CA,36.58700180053711,-121.84300231933594,0.807981927711,0.814061802767,375.0,700.0,510.0
951.0,147000.0,116113.0,0.789884353741,LAS,McCarran International Airport,Las Vegas,NV,36.08010101,-115.1520004,OAK,Metropolitan Oakland International Airport,Oakland,CA,37.72129821777344,-122.22100067138672,0.818259385666,0.809237063943,407.0,6150.07692308,4706.46153846
357.0,52787.0,43572.0,0.825430503723,LAS,McCarran International Airport,Las Vegas,NV,36.08010101,-115.1520004,ONT,Ontario International Airport,Ontario,CA,34.055999755859375,-117.60099792480469,0.856262549332,0.824329284197,197.0,2026.0,1349.77777778
